                                     FROM Patient  WHERE ( PatientID LIKE @PatientID OR PatientID LIKE @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:59:04 [11752]  <Information>  'GetPatient cnt: SELECT COUNT(PatientID) CNT FROM Patient WHERE ( PatientID LIKE @PatientID  OR LastName LIKE @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:59:04 [11752]  <Information>  'GetPatient Info: SELECT PatientID, LastName, Sex,        BirthDate,  PersonalID, 
                                           PWardName, PWard,    OrderDept,  OrderDeptName,    
                                           ORDDRID, ORDDRNAME 
                                     FROM Patient  WHERE ( PatientID LIKE @PatientID OR PatientID LIKE @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:59:06 [11752]  <Information>  'GetPatient cnt: SELECT COUNT(PatientID) CNT FROM Patient WHERE ( PatientID LIKE @PatientID  OR LastName LIKE @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:59:06 [11752]  <Information>  'GetPatient Info: SELECT PatientID, LastName, Sex,        BirthDate,  PersonalID, 
                                           PWardName, PWard,    OrderDept,  OrderDeptName,    
                                           ORDDRID, ORDDRNAME 
                                     FROM Patient  WHERE ( PatientID LIKE @PatientID OR PatientID LIKE @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:59:08 [11752]  <Information>  'GetPatient cnt: SELECT COUNT(PatientID) CNT FROM Patient WHERE ( PatientID LIKE @PatientID  OR LastName LIKE @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:59:08 [11752]  <Information>  'GetPatient Info: SELECT PatientID, LastName, Sex,        BirthDate,  PersonalID, 
                                           PWardName, PWard,    OrderDept,  OrderDeptName,    
                                           ORDDRID, ORDDRNAME 
                                     FROM Patient  WHERE ( PatientID LIKE @PatientID OR PatientID LIKE @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:59:18 [11752]  <Information>  ' SELECT  COUNT(1) TotalCount 
                                            FROM StudyInformation s, Patient p  
                                        WHERE p.PatientID = s.PatientID  AND (p.LastName LIKe @PatientName ) ' 

2023-03-20 오전 3:59:19 [11752]  <Information>  'PatientGridSelectionChanged Enter' 

2023-03-20 오전 3:59:19 [11752]  <Information>  'GetStudyHistoryGrid Enter' 

2023-03-20 오전 3:59:19 [11752]  <Information>  'GetStudyHistoryGrid Leave' 

2023-03-20 오전 3:59:19 [11752]  <Information>  'GetPatient Info: SELECT PatientID, LastName, Sex,        BirthDate,  PersonalID, 
                                           PWardName, PWard,    OrderDept,  OrderDeptName,    
                                           ORDDRID, ORDDRNAME 
                                     FROM Patient  WHERE ( PatientID = @PatientID OR LastName = @LastName ) AND Removed = 0 ' 

2023-03-20 오전 3:59:19 [11752]  <Information>  'PatientGridSelectionChanged Arrive' 

2023-03-20 오전 3:59:20 [11752]  <Information>  'Close Studies that PatientID is Different : 20280318' 

2023-03-20 오전 3:59:20 [11752]  <Information>  '_SetImageCollection' 

2023-03-20 오전 3:59:20 [11752]  <Information>  'ImageGridControl._SetImageCollection difference ImageCollection' 

2023-03-20 오전 3:59:20 [11752]  <Information>  'ImageControl.OnFrameChanged' 

